submission_id,user_id,assesment_id,score
4252,1793,64,92
4253,1794,82,72
4254,1794,47,88
4255,1795,58,82
4256,1795,388,79
4257,1795,221,79
4258,1795,185,71
4259,1796,45,60
4260,1797,12,46
4261,1798,46,94
4262,1798,182,62
4263,1798,134,90
4264,1799,35,96
4265,1799,115,89
4266,1799,110,87
4267,1799,338,74
4268,1800,115,57
4269,1800,210,42
4270,1800,283,87
4271,1800,1,71
4272,1801,182,59
4273,1801,11,70
4274,1802,231,97
4275,1802,307,54
4276,1802,91,66
4277,1802,75,96
4278,1803,59,82
4279,1804,164,63
4280,1804,349,93
4281,1804,199,58
4282,1804,322,51
4283,1805,316,45
4284,1805,359,84
4285,1805,394,80
4286,1806,333,51
4287,1806,149,57
4288,1806,285,64
4289,1806,397,84
4290,1807,18,69
4291,1807,376,84
4292,1807,146,60
4293,1808,243,45
4294,1809,142,58
4295,1809,91,64
4296,1810,208,48
4297,1811,3,90
4298,1811,138,85
4299,1812,310,83
4300,1812,49,94
4301,1813,380,100
4302,1814,289,42
4303,1814,335,48
4304,1814,379,87
4305,1815,384,43
4306,1815,81,84
4307,1815,286,89
4308,1815,223,68
4309,1816,345,67
4310,1816,70,46
4311,1816,357,60
4312,1816,176,50
4313,1817,13,49
4314,1818,144,63
4315,1818,84,62
4316,1818,190,45
4317,1819,376,72
4318,1819,59,75
4319,1820,211,63
4320,1820,95,85
4321,1821,362,63
4322,1821,110,85
4323,1822,280,80
4324,1822,204,40
4325,1823,153,46
4326,1824,50,90
4327,1824,330,85
4328,1824,242,53
4329,1825,172,87
4330,1825,342,98
4331,1826,77,42
4332,1826,256,87
4333,1826,385,94
4334,1826,92,93
4335,1827,302,57
4336,1827,330,63
4337,1828,66,92
4338,1828,124,97
4339,1829,177,44
4340,1830,259,55
4341,1830,189,67
4342,1831,235,98
4343,1831,25,78
4344,1831,314,63
4345,1831,123,94
4346,1832,371,40
4347,1832,393,93
4348,1832,230,95
4349,1833,148,63
4350,1833,267,61
4351,1833,2,61
4352,1833,356,60
4353,1834,33,54
4354,1835,267,75
4355,1835,200,42
4356,1835,335,75
4357,1836,113,63
4358,1836,116,89
4359,1837,322,49
4360,1837,370,44
4361,1837,144,61
4362,1838,98,81
4363,1839,135,56
4364,1839,278,57
4365,1839,130,84
4366,1839,155,62
4367,1840,387,54
4368,1840,83,82
4369,1840,255,96
4370,1840,264,62
4371,1841,265,71
4372,1841,116,77
4373,1841,194,52
4374,1841,189,94
4375,1842,287,72
4376,1842,60,89
4377,1842,115,48
4378,1842,67,93
4379,1843,308,88
4380,1843,118,48
4381,1843,374,80
4382,1843,80,58
4383,1844,214,91
4384,1844,195,42
4385,1845,10,88
4386,1845,148,55
4387,1845,385,51
4388,1846,312,64
4389,1846,165,93
4390,1846,45,92
4391,1847,209,88
4392,1847,175,52
4393,1847,314,56
4394,1847,307,43
4395,1848,240,49
4396,1848,217,80
4397,1849,51,92
4398,1850,359,71
4399,1850,207,83
4400,1851,330,98
4401,1852,115,58
4402,1853,247,77
4403,1853,210,98
4404,1854,140,63
4405,1854,246,70
4406,1854,256,99
4407,1854,271,93
4408,1855,180,82
4409,1855,144,97
4410,1855,178,66
4411,1855,318,94
4412,1856,367,57
4413,1856,387,52
4414,1857,131,61
4415,1857,29,73
4416,1858,62,51
4417,1859,277,87
4418,1859,205,51
4419,1859,110,68
4420,1859,47,61
4421,1860,361,74
4422,1860,184,45
4423,1860,327,45
4424,1861,92,48
4425,1862,202,53
4426,1863,181,94
4427,1864,394,75
4428,1865,315,74
4429,1865,3,56
4430,1865,313,98
4431,1865,48,77
4432,1866,319,86
4433,1866,234,48
4434,1867,48,67
4435,1868,110,98
4436,1869,322,83
4437,1869,75,95
4438,1869,203,46
4439,1869,48,87
4440,1870,303,45
4441,1871,321,60
4442,1871,245,72
4443,1872,235,45
4444,1872,326,43
4445,1872,98,85
4446,1872,115,54
4447,1873,354,59
4448,1873,120,53
4449,1874,146,83
4450,1874,386,44
4451,1874,2,75
4452,1875,201,83
4453,1875,106,98
4454,1875,340,55
4455,1876,232,80
4456,1876,179,65
4457,1877,284,100
4458,1878,265,51
4459,1879,127,56
4460,1880,53,52
4461,1880,149,62
4462,1881,393,64
4463,1881,181,43
4464,1882,156,81
4465,1882,340,66
4466,1882,107,51
4467,1882,153,82
4468,1883,14,69
4469,1883,218,40
4470,1883,354,78
4471,1884,199,81
4472,1884,399,79
4473,1884,58,75
4474,1885,348,97
4475,1885,61,93
4476,1885,173,82
4477,1886,81,81
4478,1886,44,83
4479,1886,46,93
4480,1887,394,93
4481,1887,21,57
4482,1888,369,48
4483,1888,55,94
4484,1888,359,100
4485,1888,197,83
4486,1889,302,83
4487,1889,135,42
4488,1890,21,45
4489,1890,382,48
4490,1890,157,98
4491,1891,344,78
4492,1891,250,74
4493,1892,32,44
4494,1892,16,47
4495,1892,226,40
4496,1893,268,93
4497,1894,274,61
4498,1894,42,74
4499,1894,296,68
4500,1895,291,73
4501,1895,265,47
4502,1895,319,47
4503,1896,273,78
4504,1897,221,99
4505,1898,232,96
4506,1898,369,89
4507,1898,202,91
4508,1899,159,74
4509,1899,56,65
4510,1899,257,46
4511,1900,275,96
4512,1900,107,60
4513,1900,288,40
4514,1900,350,73
4515,1901,151,66
4516,1902,160,51
4517,1902,123,45
4518,1903,42,75
4519,1903,201,90
4520,1903,19,71
4521,1903,59,100
4522,1904,310,46
4523,1904,234,74
4524,1905,291,63
4525,1905,311,68
4526,1905,392,42
4527,1906,251,56
4528,1906,213,48
4529,1907,286,100
4530,1908,163,100
4531,1909,293,100
4532,1910,43,52
4533,1910,313,49
4534,1910,253,88
4535,1911,332,62
4536,1911,393,49
4537,1912,144,82
4538,1912,135,76
4539,1912,93,97
4540,1912,184,64
4541,1913,229,98
4542,1914,387,67
4543,1914,95,92
4544,1914,128,88
4545,1914,190,92
4546,1915,109,72
4547,1915,391,60
4548,1915,86,90
4549,1916,231,86
4550,1916,252,86
4551,1916,46,90
4552,1916,17,57
4553,1917,151,69
4554,1918,233,59
4555,1918,103,50
4556,1919,168,86
4557,1920,168,52
4558,1921,12,93
4559,1922,212,94
4560,1922,187,95
4561,1922,176,94
4562,1922,202,79
4563,1923,101,64
4564,1923,63,47
4565,1923,172,57
4566,1924,69,49
4567,1924,381,52
4568,1924,366,100
4569,1924,188,99
4570,1925,13,95
4571,1925,96,54
4572,1925,143,94
4573,1926,318,77
4574,1926,140,59
4575,1927,234,80
4576,1928,299,42
4577,1928,391,76
4578,1928,211,67
4579,1928,371,81
4580,1929,15,76
4581,1929,375,41
4582,1929,217,62
4583,1929,27,87
4584,1930,53,55
4585,1931,150,54
4586,1931,325,60
4587,1931,25,91
4588,1932,248,51
4589,1932,361,52
4590,1932,104,74
4591,1933,189,55
4592,1933,281,78
4593,1933,371,98
4594,1933,299,91
4595,1934,269,88
4596,1934,380,56
4597,1935,204,50
4598,1935,347,65
4599,1935,367,71
4600,1935,319,89
4601,1936,236,81
4602,1936,187,63
4603,1937,399,73
4604,1937,188,93
4605,1938,241,50
4606,1938,136,67
4607,1939,344,77
4608,1939,205,46
4609,1939,9,72
4610,1940,293,75
4611,1940,335,48
4612,1940,254,52
4613,1940,264,64
4614,1941,260,94
4615,1941,316,94
4616,1941,385,93
4617,1941,215,97
4618,1942,178,56
4619,1943,298,41
4620,1944,330,74
4621,1944,21,95
4622,1944,375,69
4623,1944,268,57
4624,1945,165,93
4625,1946,121,45
4626,1946,97,95
4627,1946,89,82
4628,1947,176,72
4629,1947,236,85
4630,1947,99,41
4631,1947,219,53
4632,1948,158,45
4633,1948,215,45
4634,1948,26,92
4635,1948,34,57
4636,1949,118,42
4637,1949,114,61
4638,1950,54,62
4639,1950,230,48
4640,1951,246,43
4641,1951,257,51
4642,1952,341,84
4643,1953,61,75
4644,1953,301,70
4645,1954,308,56
4646,1954,252,62
4647,1954,210,82
4648,1954,203,81
4649,1955,251,60
4650,1956,346,81
4651,1957,190,40
4652,1957,295,44
4653,1957,35,84
4654,1958,99,100
4655,1958,210,97
4656,1958,272,95
4657,1958,126,42
4658,1959,29,42
4659,1959,259,93
4660,1959,25,100
4661,1960,127,56
4662,1960,120,57
4663,1961,178,43
4664,1962,383,62
4665,1962,24,48
4666,1962,94,88
4667,1963,230,83
4668,1963,260,95
4669,1963,7,80
4670,1963,394,100
4671,1964,7,72
4672,1964,173,66
4673,1964,49,40
4674,1964,107,79
4675,1965,284,67
4676,1965,379,79
4677,1965,243,43
4678,1966,13,64
4679,1967,15,81
4680,1967,159,57
4681,1967,55,52
4682,1968,333,42
4683,1968,238,68
4684,1969,382,85
4685,1969,389,98
4686,1970,273,77
4687,1970,356,58
4688,1971,361,48
4689,1971,218,70
4690,1971,383,96
4691,1971,151,64
4692,1972,6,44
4693,1972,207,69
4694,1972,55,45
4695,1973,305,75
4696,1973,49,65
4697,1973,134,82
4698,1973,309,70
4699,1974,166,59
4700,1974,378,51
4701,1974,21,48
4702,1974,3,42
4703,1975,373,98
4704,1976,168,84
4705,1976,225,65
4706,1976,46,58
4707,1977,302,55
4708,1977,341,54
4709,1978,134,94
4710,1978,391,50
4711,1978,376,99
4712,1978,43,45
4713,1979,320,100
4714,1980,259,91
4715,1981,250,58
4716,1981,236,82
4717,1982,281,43
4718,1982,355,53
4719,1982,308,56
4720,1982,160,49
4721,1983,68,84
4722,1984,172,74
4723,1984,320,72
4724,1984,316,56
4725,1984,377,90
4726,1985,206,89
4727,1985,39,46
4728,1985,107,91
4729,1986,367,57
4730,1986,187,81
4731,1986,140,92
4732,1986,81,48
4733,1987,3,41
4734,1988,23,42
4735,1988,9,74
4736,1988,325,79
4737,1988,158,81
4738,1989,339,78
4739,1989,249,60
4740,1989,39,85
4741,1989,368,84
4742,1990,335,90
4743,1990,77,87
4744,1990,224,51
4745,1991,264,67
4746,1992,290,57
4747,1993,374,62
4748,1993,264,96
4749,1993,60,51
4750,1993,258,79
4751,1994,400,61
4752,1994,224,74
4753,1994,292,73
4754,1995,65,79
4755,1995,368,94
4756,1996,348,40
4757,1996,143,75
4758,1996,292,47
4759,1996,296,58
4760,1997,121,64
4761,1997,169,86
4762,1998,214,79
4763,1998,203,40
4764,1998,117,99
4765,1999,230,83
4766,2000,294,40
4767,2000,204,85
4768,2000,161,95
4769,2000,53,67
4770,2001,117,68
4771,2001,25,66
4772,2001,253,54
4773,2002,136,84
4774,2003,136,50
4775,2003,245,53
4776,2004,268,73
4777,2004,57,92
4778,2004,219,81
4779,2004,239,53
4780,2005,254,65
4781,2006,153,78
4782,2006,54,50
4783,2006,306,95
4784,2006,266,63
4785,2007,284,47
4786,2007,61,72
4787,2007,45,54
4788,2008,393,52
4789,2009,134,81
4790,2010,65,67
4791,2010,46,92
4792,2011,169,72
4793,2011,9,61
4794,2011,334,63
4795,2012,52,40
4796,2012,144,76
4797,2013,136,100
4798,2013,271,80
4799,2013,103,55
4800,2013,256,99
4801,2014,128,53
4802,2015,233,94
4803,2015,185,73
4804,2015,111,72
4805,2016,74,62
4806,2016,128,49
4807,2017,247,100
4808,2018,332,65
4809,2019,311,75
4810,2019,80,60
4811,2019,242,73
4812,2020,317,59
4813,2021,88,91
4814,2022,354,55
4815,2022,82,79
4816,2022,83,98
4817,2022,43,86
4818,2023,273,71
4819,2023,195,56
4820,2023,378,97
4821,2024,321,66
4822,2024,127,72
4823,2025,329,82
4824,2025,223,100
4825,2026,178,42
4826,2026,242,50
4827,2027,28,85
4828,2028,180,58
4829,2028,395,52
4830,2028,330,55
4831,2028,49,50
4832,2029,273,48
4833,2029,44,61
4834,2029,246,44
4835,2030,159,43
4836,2030,54,53
4837,2030,302,81
4838,2030,99,56
4839,2031,66,53
4840,2032,332,81
4841,2032,373,88
4842,2032,234,41
4843,2033,113,84
4844,2033,61,41
4845,2033,208,98
4846,2033,354,91
4847,2034,393,78
4848,2035,18,66
4849,2035,258,87
4850,2035,207,99
4851,2036,152,98
4852,2036,118,70
4853,2037,104,71
4854,2037,280,67
4855,2038,369,80
4856,2038,154,97
4857,2038,320,77
4858,2039,103,91
4859,2039,197,85
4860,2039,358,97
4861,2039,182,89
4862,2040,192,97
4863,2041,275,78
4864,2041,261,49
4865,2041,295,70
4866,2041,113,42
4867,2042,219,59
4868,2042,259,64
4869,2043,1,70
4870,2044,253,76
4871,2044,352,92
4872,2044,233,93
4873,2045,107,87
4874,2045,89,77
4875,2045,96,48
4876,2045,174,47
4877,2046,98,40
4878,2046,131,64
4879,2047,326,66
4880,2047,90,90
4881,2047,214,77
4882,2048,155,72
4883,2048,1,53
4884,2048,34,61
4885,2049,128,43
4886,2049,340,56
4887,2049,312,81
4888,2050,53,97
4889,2051,400,81
4890,2051,122,88
4891,2051,78,87
4892,2052,170,89
4893,2052,81,95
4894,2052,307,66
4895,2052,21,52
4896,2053,123,45
4897,2053,350,46
4898,2054,347,64
4899,2054,266,94
4900,2054,210,91
4901,2054,124,100
4902,2055,305,66
4903,2055,61,76
4904,2055,89,88
4905,2056,162,83
4906,2056,290,41
4907,2057,189,89
4908,2058,338,73
4909,2058,243,85
4910,2059,166,94
4911,2060,162,71
4912,2061,120,40
4913,2062,125,95
4914,2062,314,99
4915,2063,169,42
4916,2063,240,49
4917,2063,326,52
4918,2064,39,88
4919,2065,343,100
4920,2065,73,77
4921,2065,229,94
4922,2066,160,81
4923,2066,144,81
4924,2066,173,81
4925,2066,367,74
4926,2067,187,54
4927,2068,350,59
4928,2069,184,86
4929,2070,134,72
4930,2071,308,65
4931,2071,189,59
4932,2072,77,48
4933,2072,16,95
4934,2072,102,51
4935,2072,235,69
4936,2073,266,53
4937,2074,8,85
4938,2075,99,52
4939,2075,250,76
4940,2076,340,58
4941,2076,265,65
4942,2077,256,52
4943,2077,193,41
4944,2077,341,47
4945,2078,21,74
4946,2079,109,97
4947,2079,76,97
4948,2080,296,72
4949,2080,181,87
4950,2081,183,75
4951,2082,191,95
4952,2083,316,92
4953,2084,198,44
4954,2085,170,87
4955,2086,93,48
4956,2087,201,48
4957,2087,316,97
4958,2087,154,83
4959,2087,26,62
4960,2088,226,99
4961,2088,302,94
4962,2089,257,66
4963,2089,15,73
4964,2089,91,86
4965,2089,169,57
4966,2090,79,93
4967,2090,220,86
4968,2091,293,49
4969,2092,314,66
4970,2092,213,67
4971,2093,203,65
4972,2093,140,76
4973,2093,44,89
4974,2093,193,98
4975,2094,234,63
4976,2094,281,92
4977,2094,251,88
4978,2095,49,91
4979,2095,238,73
4980,2095,362,92
4981,2096,281,63
4982,2096,351,68
4983,2096,210,45
4984,2096,217,87
4985,2097,199,73
4986,2098,262,94
4987,2098,221,90
4988,2098,364,70
4989,2098,121,45
4990,2099,185,92
4991,2100,144,42
4992,2100,65,49
4993,2101,127,40
4994,2101,275,65
4995,2101,21,60
4996,2101,82,89
4997,2102,236,99
4998,2102,366,75
4999,2103,341,68
5000,2104,113,46
5001,2105,95,41
5002,2105,272,82
5003,2105,334,58
5004,2105,27,44
5005,2106,279,95
5006,2106,359,98
5007,2106,386,93
5008,2107,257,54
5009,2107,28,72
5010,2107,222,88
5011,2108,372,63
5012,2108,107,96
5013,2108,359,74
5014,2108,91,91
5015,2109,101,53
5016,2109,136,86
5017,2109,326,77
5018,2109,191,74
5019,2110,141,44
5020,2110,109,59
5021,2110,168,90
5022,2110,269,87
5023,2111,330,98
5024,2111,244,68
5025,2111,299,76
5026,2111,165,54
5027,2112,378,57
5028,2113,131,89
5029,2113,151,82
5030,2114,45,62
5031,2114,74,73
5032,2114,304,40
5033,2114,67,91
5034,2115,88,53
5035,2116,369,41
5036,2116,196,46
5037,2116,162,49
5038,2116,3,62
5039,2117,80,59
5040,2117,132,57
5041,2117,2,77
5042,2117,103,43
5043,2118,299,48
5044,2119,277,89
5045,2120,300,58
5046,2120,202,45
5047,2121,352,50
5048,2121,39,66
5049,2122,209,79
5050,2122,52,75
5051,2122,37,45
5052,2122,193,78
5053,2123,39,48
5054,2124,182,78
5055,2125,191,64
5056,2125,149,65
5057,2125,350,61
5058,2126,247,72
5059,2127,255,62
5060,2127,168,56
5061,2127,390,60
5062,2128,166,97
5063,2129,275,47
5064,2129,339,69
5065,2130,14,96
5066,2130,292,70
5067,2130,97,53
5068,2130,393,84
5069,2131,306,41
5070,2132,257,100
5071,2132,113,99
5072,2132,306,82
5073,2133,392,68
5074,2133,219,89
5075,2133,81,57
5076,2134,140,64
5077,2134,101,80
5078,2135,294,81
5079,2135,299,67
5080,2135,261,41
5081,2135,389,45
5082,2136,287,70
5083,2137,68,73
5084,2137,163,56
5085,2138,256,42
5086,2138,328,60
5087,2138,196,58
5088,2138,245,57
5089,2139,359,56
5090,2139,396,59
5091,2139,81,58
5092,2139,142,51
5093,2140,21,42
5094,2140,146,89
5095,2140,63,86
5096,2141,326,99
5097,2141,231,65
5098,2142,290,72
5099,2142,313,90
5100,2142,158,71
5101,2143,284,52
5102,2143,395,43
5103,2144,151,91
5104,2144,371,80
5105,2144,16,59
5106,2144,361,69
5107,2145,102,78
5108,2145,336,57
5109,2146,52,86
5110,2146,30,91
5111,2146,39,93
5112,2147,202,84
5113,2147,271,94
5114,2147,259,73
5115,2148,108,69
5116,2148,181,41
5117,2148,165,79
5118,2148,35,97
5119,2149,197,83
5120,2149,278,87
5121,2149,139,49
5122,2149,96,77
5123,2150,33,85
5124,2150,334,43
5125,2150,149,84
5126,2151,153,88
5127,2151,21,72
5128,2152,254,75
5129,2152,113,61
5130,2152,65,70
5131,2153,221,54
5132,2153,5,50
5133,2154,30,71
5134,2154,294,45
5135,2154,17,58
5136,2155,364,97
5137,2156,179,59
5138,2156,272,100
5139,2156,100,72
5140,2157,139,95
5141,2157,14,73
5142,2157,206,47
5143,2157,271,86
5144,2158,104,63
5145,2158,289,75
5146,2158,32,96
5147,2159,300,71
5148,2159,138,59
5149,2159,302,97
5150,2159,45,96
5151,2160,225,60
5152,2160,392,62
5153,2160,74,77
5154,2160,220,42
5155,2161,234,52
5156,2162,199,88
5157,2163,149,41
5158,2163,183,44
5159,2163,127,57
5160,2163,356,81
5161,2164,184,91
5162,2165,66,84
5163,2165,308,42
5164,2165,223,83
5165,2165,342,57
5166,2166,111,97
5167,2166,151,97
5168,2166,228,100
5169,2166,259,45
5170,2167,315,94
5171,2167,379,80
5172,2167,237,77
5173,2167,100,50
5174,2168,294,94
5175,2168,38,41
5176,2168,205,89
5177,2168,350,78
5178,2169,11,57
5179,2170,153,46
5180,2170,349,66
5181,2170,221,74
5182,2170,229,47
5183,2171,343,99
5184,2171,281,66
5185,2171,22,91
5186,2172,365,63
5187,2172,286,75
5188,2173,159,91
5189,2174,62,88
5190,2174,237,65
5191,2174,275,90
5192,2175,321,66
5193,2175,34,45
5194,2175,229,98
5195,2175,54,71
5196,2176,265,55
5197,2177,305,54
5198,2177,346,43
5199,2177,25,77
5200,2178,18,99
5201,2178,377,79
5202,2178,65,59
5203,2178,318,61
5204,2179,70,83
5205,2179,218,41
5206,2180,310,79
5207,2180,72,60
5208,2180,211,75
5209,2181,214,67
5210,2182,181,98
5211,2182,55,48
5212,2183,304,85
5213,2183,69,89
5214,2183,347,71
5215,2183,383,45
5216,2184,204,46
5217,2184,19,63
5218,2184,63,51
5219,2184,126,47
5220,2185,308,76
5221,2186,72,82
5222,2187,399,69
5223,2187,364,70
5224,2187,250,60
5225,2188,304,65
5226,2188,156,93
5227,2188,256,99
5228,2188,142,47
5229,2189,307,60
5230,2189,121,79
5231,2189,194,66
5232,2189,89,58
5233,2190,248,97
5234,2191,381,53
5235,2192,190,45
5236,2192,339,55
5237,2192,345,52
5238,2192,342,99
5239,2193,98,43
5240,2193,292,67
5241,2193,191,99
5242,2194,334,68
5243,2194,187,91
5244,2195,195,100
5245,2195,280,53
5246,2195,130,53
5247,2196,301,53
5248,2196,187,90
5249,2196,93,50
5250,2197,289,47
5251,2197,204,55
5252,2198,36,56
5253,2198,77,90
5254,2199,243,98
5255,2199,351,89
5256,2199,393,77
5257,2200,216,78
5258,2201,90,67
5259,2201,159,93
5260,2202,112,41
5261,2202,391,97
5262,2202,48,69
5263,2202,257,80
5264,2203,5,73
5265,2204,116,80
5266,2204,61,90
5267,2204,241,53
5268,2205,51,64
5269,2205,384,93
5270,2205,8,68
5271,2205,312,75
5272,2206,215,87
5273,2206,196,76
5274,2206,3,81
5275,2207,345,54
5276,2207,125,42
5277,2207,23,54
5278,2207,381,89
5279,2208,55,78
5280,2208,92,55
5281,2208,134,69
5282,2208,328,81
5283,2209,200,67
5284,2210,74,63
5285,2210,63,47
5286,2210,224,53
5287,2211,55,83
5288,2212,185,47
5289,2212,159,49
5290,2212,76,93
5291,2212,195,57
5292,2213,40,52
5293,2213,236,45
5294,2213,265,95
5295,2213,356,41
5296,2214,321,57
5297,2214,365,61
5298,2215,37,47
5299,2215,185,71
5300,2216,343,79
5301,2216,225,57
5302,2217,146,51
5303,2217,340,44
5304,2217,65,92
5305,2218,280,77
5306,2219,357,88
5307,2219,227,62
5308,2219,166,53
5309,2220,325,69
5310,2220,88,83
5311,2220,39,91
5312,2220,156,56
5313,2221,264,86
5314,2221,240,95
5315,2221,229,58
5316,2221,119,65
5317,2222,237,67
5318,2222,252,72
5319,2223,286,44
5320,2224,96,63
5321,2224,334,69
5322,2224,227,75
5323,2225,232,62
5324,2225,28,50
5325,2226,375,49
5326,2226,144,82
5327,2226,181,63
5328,2227,119,85
5329,2227,192,75
5330,2227,29,63
5331,2227,321,45
5332,2228,163,65
5333,2229,189,78
5334,2229,45,41
5335,2229,322,92
5336,2230,38,82
5337,2230,260,52
5338,2230,12,47
5339,2231,298,100
5340,2231,88,50
5341,2231,267,42
5342,2232,245,76
5343,2232,379,74
5344,2232,58,65
5345,2232,365,88
5346,2233,348,78
5347,2234,212,96
5348,2235,69,56
5349,2236,236,53
5350,2236,396,94
5351,2237,396,59
5352,2237,336,86
5353,2237,63,62
5354,2238,125,95
5355,2238,335,96
5356,2238,287,51
5357,2239,314,56
5358,2239,339,41
5359,2240,266,57
5360,2240,147,93
5361,2240,139,52
5362,2241,336,100
5363,2242,160,79
5364,2242,137,63
5365,2242,178,70
5366,2242,375,46
5367,2243,283,92
5368,2243,384,52
5369,2244,69,56
5370,2245,163,65
5371,2246,282,47
5372,2246,301,55
5373,2246,284,48
5374,2247,98,79
5375,2248,122,46
5376,2248,310,82
5377,2249,201,88
5378,2249,164,80
5379,2250,6,68
5380,2250,111,41
5381,2251,170,42
5382,2251,329,42
5383,2252,379,90
5384,2252,225,58
5385,2252,76,61
5386,2252,69,88
5387,2253,296,87
5388,2253,28,70
5389,2253,164,78
5390,2253,363,78
5391,2254,194,58
5392,2254,259,68
5393,2254,65,43
5394,2254,144,49
5395,2255,115,87
5396,2256,293,99
5397,2256,147,62
5398,2256,180,52
5399,2256,355,82
5400,2257,375,88
5401,2258,126,72
5402,2259,130,76
5403,2259,216,96
5404,2259,175,67
5405,2259,190,53
5406,2260,314,40
5407,2260,261,47
5408,2260,86,81
5409,2260,240,80
5410,2261,368,69
5411,2261,172,63
5412,2262,361,86
5413,2262,278,60
5414,2262,171,48
5415,2263,5,98
5416,2263,179,81
5417,2264,111,58
5418,2264,357,74
5419,2264,58,97
5420,2265,86,89
5421,2265,326,47
5422,2266,156,82
5423,2266,70,49
5424,2267,205,94
5425,2268,359,80
5426,2268,237,42
5427,2268,206,61
5428,2269,257,69
5429,2269,215,73
5430,2269,104,66
5431,2269,328,76
5432,2270,206,80
5433,2270,102,92
5434,2270,360,60
5435,2271,339,88
5436,2271,193,65
5437,2271,104,62
5438,2271,169,85
5439,2272,103,96
5440,2272,342,69
5441,2272,122,85
5442,2272,237,58
5443,2273,219,89
5444,2273,194,81
5445,2273,197,96
5446,2274,147,63
5447,2274,216,72
5448,2274,232,42
5449,2275,124,86
5450,2275,127,58
5451,2276,114,93
5452,2276,9,51
5453,2276,6,42
5454,2276,363,72
5455,2277,2,43
5456,2278,48,57
5457,2278,142,78
5458,2279,149,69
5459,2279,199,45
5460,2279,153,93
5461,2279,4,68
5462,2280,27,49
5463,2280,53,82
5464,2281,346,55
5465,2281,103,69
5466,2281,356,57
5467,2281,86,54
5468,2282,61,67
5469,2282,102,45
5470,2283,388,62
5471,2284,105,78
5472,2284,17,89
5473,2284,202,91
5474,2284,46,95
5475,2285,58,89
5476,2285,222,46
5477,2286,206,41
5478,2287,313,60
5479,2287,220,81
5480,2287,76,92
5481,2288,341,51
5482,2288,95,56
5483,2289,351,41
5484,2289,371,52
5485,2290,43,63
5486,2290,183,74
5487,2291,399,41
5488,2291,8,58
5489,2292,336,50
5490,2293,28,48
5491,2293,363,95
5492,2293,23,96
5493,2294,105,97
5494,2295,321,47
5495,2295,129,57
5496,2295,380,84
5497,2295,278,82
5498,2296,252,70
5499,2297,66,69
5500,2297,292,60
5501,2297,42,50
5502,2297,360,74
5503,2298,392,75
5504,2298,176,88
5505,2298,123,59
5506,2298,257,53
5507,2299,335,46
5508,2300,383,48
5509,2300,11,56
5510,2301,176,51
5511,2302,24,71
5512,2302,237,61
5513,2302,118,62
5514,2302,164,75
5515,2303,196,93
5516,2303,22,42
5517,2303,345,85
5518,2303,98,98
5519,2304,8,74
5520,2304,243,79
5521,2304,188,49
5522,2305,167,97
5523,2305,360,40
5524,2305,102,85
5525,2306,81,92
5526,2306,85,65
5527,2307,157,42
5528,2308,236,82
5529,2308,118,67
5530,2308,244,61
5531,2308,156,70
5532,2309,277,85
5533,2309,202,66
5534,2310,301,89
5535,2311,294,40
5536,2311,393,64
5537,2312,363,45
5538,2313,240,74
5539,2314,44,42
5540,2314,334,65
5541,2315,32,60
5542,2316,281,76
5543,2317,42,83
5544,2317,332,86
5545,2317,125,44
5546,2318,251,80
5547,2318,360,41
5548,2319,46,64
5549,2319,312,54
5550,2319,273,56
5551,2319,269,67
5552,2320,371,89
5553,2321,251,45
5554,2321,331,48
5555,2322,330,47
5556,2322,182,62
5557,2322,3,86
5558,2323,327,79
5559,2323,250,99
5560,2324,191,99
5561,2324,230,58
5562,2324,96,69
5563,2324,357,90
5564,2325,189,100
5565,2326,97,55
5566,2326,85,68
5567,2326,341,95
5568,2327,326,88
5569,2327,388,64
5570,2327,51,77
5571,2327,102,55
5572,2328,190,70
5573,2329,119,100
5574,2329,13,73
5575,2329,5,45
5576,2330,165,92
5577,2331,216,51
5578,2331,13,76
5579,2332,28,63
5580,2332,385,56
5581,2332,147,56
5582,2333,255,64
5583,2333,140,49
5584,2333,15,54
5585,2334,26,84
5586,2334,398,80
5587,2335,140,88
5588,2336,230,77
5589,2336,41,84
5590,2336,20,41
5591,2337,389,44
5592,2337,147,81
5593,2337,189,49
5594,2338,91,91
5595,2338,1,79
5596,2338,229,43
5597,2338,133,60
5598,2339,136,75
5599,2340,130,84
5600,2340,62,59
5601,2340,350,60
5602,2341,92,69
5603,2341,93,80
5604,2342,230,69
5605,2342,261,56
5606,2342,70,52
5607,2342,181,85
5608,2343,112,100
5609,2343,289,48
5610,2343,147,61
5611,2344,259,51
5612,2344,17,70
5613,2345,310,75
5614,2345,315,86
5615,2346,280,56
5616,2347,71,86
5617,2348,5,86
5618,2348,397,99
5619,2349,330,64
5620,2350,388,53
5621,2350,183,56
5622,2350,397,52
5623,2350,58,75
5624,2351,166,58
5625,2352,298,44
5626,2353,274,78
5627,2353,367,58
5628,2353,327,56
5629,2353,57,93
5630,2354,86,86
5631,2355,309,60
5632,2355,230,67
5633,2355,241,96
5634,2355,102,97
5635,2356,197,45
5636,2356,36,60
5637,2356,294,60
5638,2356,389,96
5639,2357,333,86
5640,2357,389,49
5641,2358,395,69
5642,2358,229,79
5643,2358,344,90
5644,2359,195,66
5645,2359,235,81
5646,2359,269,95
5647,2359,254,91
5648,2360,90,80
5649,2360,398,55
